,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
3282,139,MT,63845,D,"27,0",0,,"1,93567","1,84551","0,17207",CINZA,PROVA CINZA PPL,,,2021,"684,5419406890869",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/63845.png,"Questão 139 enem

A qualidade de sementes é verificada, entre outros
fatores, pelo Índice de germinação. Uma grande empresa
afirma que o índice de germinação de suas sementes
é de 90%. Essa empresa e dez pequenos produtores
que formam uma cooperativa estão concorrendo a um
auxilio financeiro que permitirá aumentar os negócios.
Os cooperados querem preparar um documento técnico
comparando a qualidade de suas sementes com as da
empresa. Eles discutiram a possibilidade de colocar
nesse documento frases como:

1-A média de germinação de nossas sementes é
superior ao índice de germinação anunciado pela
empresa.

!-A mediana de germinação de nossas sementes é
superior ao Índice de germinação anunciado pela
empresa.

1 =A média de germinação de nossas sementes é
igual ao Índice de germinação anunciado pela
empresa.

IV—A moda de germinação de nossas sementes é
igual ao índice de germinação anunciado pela
empresa.

VA mediana de germinação de nossas sementes
é igual ao índice de germinação anunciado pela
empresa.

Eles decidiram anotar a porcentagem de germinação
das sementes de cada cooperado, analisar as frases
é decidir qual era a correta para, então, colocá-la no
documento.

As porcentagens anotadas foram 90%, 65%, 70%,
75%, 95%, 959%, 90%, 80%, 80% e 90%.
","743,6578273773193","912,079095840454","58,6",0,1
3279,148,MT,59925,C,"28,0",0,,"1,41349","2,47483","0,26937",CINZA,PROVA CINZA REGULAR,,,2021,"747,4892139434814",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59925.png,"Questão 148 enemaror

Em um estudo realizado pelo IBGE em quatro
estados e no Distrito Federal, com mais de 5 mil pessoas
com 10 anos ou mais, observou-se que a leitura ocupa,
em média, apenas seis minutos do dia de cada pessoa
Na faixa de idade de 10 a 24 anos, a média diária é de
três minutos. No entanto, no grupo de idades entre
24 e 60 anos, o tempo médio diário dedicado à
leitura é de 5 minutos. Entre os mais velhos, com
60 anos ou mais, a média é de 12 minutos.

A quantidade de pessoas entrevistadas de cada faixa
de idade seguiu a distribuição percentual descrita no
quadro.

Faixaetária | Percentual de entrevistados,
De 10 a 24 anos. x
Entre 24 e 60 anos, y
A partir de 60 anos x

Deo em was geRo com Aeee TE o STR]
Os valores de x e y do quadro são, respectivamente, iguais a
10680.
10890.
20660.
20680,
25850.

0000
","816,5137767791748","1050,1067638397217","63,47",0,1
1222,144,MT,53219,D,"29,0",0,,"1,57797","0,76944","0,09447",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"576,9340991973877",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/53219.png,"QUESTÃO 144

Preocupada com seus resultados, uma empresa fez
um balanço dos lucros obtidos nos últimos sete meses,
conforme dados do quadro.

Mês NESCOCARARIEO
(em milhões de reats) | 37 | 33 | 35 | 22 | 30 | 35 | 25

Avaliando os resultados, o conselho diretor da
empresa decidiu comprar, nos dois meses subsequentes,
a mesma quantidade de matéria-prima comprada no mês
em que o lucro mais se aproximou da média dos lucros
mensais dessa empresa nesse período de sete meses.
Nos próximos dois meses, essa empresa deverá comprar
a mesma quantidade de matéria-prima comprada no mês
","656,8329334259033","861,7918491363525","54,72",0,1
434,150,MT,61793,A,"30,0",0,,"2,16526","1,53309","0,1566",Cinza,PROVA CINZA REGULAR,,,2014,"653,3091068267822",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/61793.png,"QUESTÃO 150 === mm

Ao final de uma competição de ciências em uma
escola, restaram apenas três candidatos. De acordo
com as regras, o vencedor será o candidato que obtiver
a maior média ponderada entre as notas das provas
finais nas disciplinas química e física, considerando,
respectivamente, os pesos 4 e 6 para elas. As notas
são sempre números inteiros. Por questões médicas, o
candidato Il ainda não fez a prova final de química. No dia
em que sua avaliação for aplicada, as notas dos outros
dois candidatos, em ambas as disciplinas, já terão sido
divulgadas.

O quadro apresenta as notas obtidas pelos finalistas
nas provas finais.

Candidato Química Física
l 20 23
0 x 25
mu 2 18

A menor nota que o candidato Il deverá obter na prova
final de química para vencer a competição é

18

19

2

25.

26.

voos
","707,2727680206299","857,5766086578369","57,83",0,1
"(13.0, 3458)",143,MT,117742,B,"13,0",0,,"0,65574","2,58862","0,1651",CINZA,PROVA CINZA REGULAR,,"0,0",2022,"758,8975429534912",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/117742.png,"QUESTÃO 143

Um casal planeja construir em sua chácara uma
piscina com o formato de um paralelepípedo reto
retângulo com capacidade para 90000 L de água.
O casal contratou uma empresa de construções que
apresentou cinco projetos com diferentes combinações
nas dimensões internas de profundidade, largura
e comprimento. A piscina a ser construída terá
revestimento interno em suas paredes e fundo com uma
mesma cerâmica, e o casal irá escolher o projeto que
exija a menor área de revestimento.

As dimensões intemas de profundidade, largura
e comprimento, respectivamente, para cada um dos
projetos, são:

+ projeto |: 1,8m, 20m e 25,0 m;

+ projeto |1:2,0m, 5,0me 9,0m;

+ projeto ll: 1,0 m, 6,0 me 15,0m;

+ projeto IV: 1,5m, 15,0 me 4,0 m;

+ projeto V:25m, 30me 120m
O projeto que o casal deverá escolher será o

ol
oi
ein
ol
ev

","935,0221157073976","1431,793451309204","58,26",0,1
"(26.0, 3277)",146,MT,86433,D,"26,0",0,,"1,67858","0,94544","0,07498",CINZA,PROVA CINZA REGULAR,,,2021,"594,5460796356201",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86433.png,"Questão 146

O gráfico apresenta o nível de ocupação dos cinco
reservatórios de água que abasteciam uma cidade em
2 de fevereiro de 2015.

Nível dos reservatórios em 2 fev. 2015

enemacar

Nessa data, o reservatório com o maior volume de água
erao
o
on
ein
ou
ev.
","671,2691783905029","863,6014461517334","53,75",0,1
"(13.0, 2748)",172,MT,85945,B,"13,0",0,,"1,53928","1,60311","0,19657",CINZA,PROVA CINZA REGULAR,,"0,0",2020,"660,3162288665771",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85945.png,"Questão 172 DIS =S=ScaWana= nepal

O fenômeno das manifestações populares de massa traz à discussão como estimar o número de pessoas
presentes nesse tipo de evento. Uma metodologia usada é: no momento do ápice do evento, é feita uma foto aérea
da via pública principal na área ocupada, bem como das vias afluentes que apresentem aglomerações de pessoas
que acessam a via principal. A foto é sobreposta por um mapa virtual das vias, ambos na mesma escala, fazendo-se
um esboço geométrico da situação. Em seguida, subdivide-se o espaço total em trechos, quantificando a densidade,
da seguinte forma:

* 4 pessoas por metro quadrado, se elas estiverem andando em uma mesma direção;

+ 5 pessoas por metro quadrado, se elas estiverem se movimentando sem deixar o local;

+ 6 pessoas por metro quadrado, se elas estiverem paradas.

É feito, então, o cálculo do total de pessoas, considerando os diversos trechos, e desconta-se daí 1 000 pessoas
para cada carro de som fotografado.

Com essa metodologia, procederam-se aos cálculos para estimar o número de participantes na manifestação cujo
esboço geométrico é dado na figura. Há três trechos na via principal: MN, NO e OP, e um trecho numa via afiuente
da principal: QR

Legenda:

Andando em uma
direção

Movimentando sem
deixar o local

=

Via

principal OD Parado

EB Carro de som

Obs.: a figura não está em escala (considere as medidas dadas)

“Segundo a metodologia descrita, o número estimado de pessoas presentes a essa manifestação foi igual a
O 110000.

O 104000.

O 93000.

O 2000.

& 87000.
","732,0539951324463","944,4563388824464","59,83",0,1
"(20.0, 3449)",152,MT,31516,A,"20,0",0,,"1,50662","1,77699","0,15235",CINZA,PROVA CINZA REGULAR,,"0,0",2022,"677,7064800262451",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/31516.png,"QUESTÃO 152

Em uma competição de velocidade, diz-se que há uma
ultrapassagem quando um veículo que está atrás de outro
passa à sua frente, com ambos se deslocando no mesmo
sentido. Considere uma competição automobilística entre
cinco carros em uma pista com 100 m de comprimento,
onde todos largam no mesmo instante e da mesma linha.
O gráfico mostra a variação da distância percorrida por cada
veículo, em função do tempo, durante toda a competição.

100:

Distância (m)

0:

[o] Tempo (s) 15

Qual o número de ultrapassagens, após o início da
competição, efetuadas pelo veículo que chegou em
","755,6908130645752","971,6026782989502","57,62",0,1
"(25.0, 1988)",157,MT,97562,B,"25,0",0,,"1,43472","0,70384","0,22398",Cinza,PROVA CINZA PPL,,"0,0",2018,"570,3871250152588",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97562.png,"QUESTÃO 157

Para garantir segurança ao dirigir, alguns motoristas
instalam dispositivos em seus carros que alertam quando
uma certa velocidade máxima (V,). pré-programada pelo
usuário de acordo com a velocidade máxima da via de
tráfego, é ultrapassada. O gráfico exibido pelo dispositivo
no painel do carro após o final de uma viagem fornece a
velocidade (km/h) do carro em função do tempo (h).

Velocidade (kmh)

Tempo (n)

De acordo com o gráfico, quantas vezes o dispositivo
alertou o motorista no percurso da viagem?

1

vovo
ns wn
","644,113302230835","872,7853298187256","61,2",0,1
"(29.0, 1510)",27,MT,41047,B,"29,0",0,,"2,06629","3,8013","0,12848",CINZA,PROVA CINZA REGULAR,,"0,0",2017,"880,1214694976807",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41047.png,"QUESTÃO 162 ——————————————————

Três alunos, X, Y e Z, estão matriculados em um curso
de inglês. Para avaliar esses alunos, o professor optou por
fazer cinco provas. Para que seja aprovado nesse curso,
o aluno deverá ter a média aritmética das notas das cinco
provas maior ou igual a 6. Na tabela, estão dispostas as
notas que cada aluno tirou em cada prova.

asma | E z» a a s
Prova | Prova | Prova | Prova | Prova

x 5 5 5 10 6

Y 4 9 3 9 5

Zz 5 5 8 5 6

Com base nos dados da tabela e nas informações dadas,
ficará(ão) reprovado(s)

apenas o aluno Y.

apenas o aluno Z

apenas os alunos X e Y.

apenas os alunos X e Z.

osalunosX, Ye Z.

voos
","938,7485980987548","1095,787763595581","56,42",0,1
"(17.0, 1525)",29,MT,13654,A,"17,0",0,,"2,41137","2,95784","0,11154",CINZA,PROVA CINZA PPL,,"0,0",2017,"795,790433883667",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/13654.png,"QUESTÃO 164

No primeiro ano do ensino médio de uma escola,
é hábito os alunos dançarem quadrilha na festa junina.
Neste ano, há 12 meninas e 13 meninos na turma, e para
a quadrilha foram formados 12 pares distintos, compostos
por uma menina e um menino. Considere que as meninas
sejam os elementos que compõem o conjunto A e os
meninos, o conjunto B, de modo que os pares formados
representem uma função f de A em B.

Com base nessas informações, a classificação do tipo de
função que está presente nessa relação é

O fé injetora, pois para cada menina pertencente ao
conjunto A está associado um menino diferente
pertencente ao conjunto B.

O fé sobrejetora, pois cada par é formado por uma
menina pertencente ao conjunto A e um menino
pertencente ao conjunto B, sobrando um menino sem
formar par.

O f é injetora, pois duas meninas quaisquer
pertencentes ao conjunto A formam par com um
mesmo menino pertencente ao conjunto B, para
envolver a totalidade de alunos da turma.

O fé bijetora, pois dois meninos quaisquer pertencentes
ao conjunto B formam par com uma mesma menina
pertencente ao conjunto A.

E f é sobrejetora, pois basta que uma menina do
conjunto A forme par com dois meninos pertencentes
ao conjunto B, assim nenhum menino ficará sem par.
","847,0480442047119","981,3873767852784","55,58",0,1
"(7.0, 1206)",136,MT,47319,B,"7,0",0,,"1,8892","2,90498","0,21161",CINZA,PROVA CINZA PPL,,"0,0",2016,"790,4975414276123",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/47319.png,"QUESTÃO 136
Pretende-se construir um mosaico com o formato de um triângulo retângulo, dispondo-se de três peças, sendo

duas delas triângulos retângulos congruentes e a terceira um triângulo isósceles. A figura apresenta cinco mosaicos
formados por três peças.

Á

fo"" so-joo 60º Eis

Mosaico 3

E»

NES
fose 2

Mosaico 4 Mosaico 5

Err

Na figura, o mosaico que tem as características daquele que se pretende construir é o
1

0000
nruwn
","847,6154804229736","1021,0006237030028","60,58",0,1
"(14.0, 2552)",147,MT,43017,C,"14,0",0,,"2,03703","2,04959","0,29142",AMARELA,MATEMATICA DIGITAL AMARELA,,"0,0",2020,"704,9553394317627",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/43017.png,"Um fazendeiro possui uma cisterna com capacidade de 10 000 litros para coletar a água
da chuva. Ele resolveu ampliar a área de captação da água da chuva e consultou um
engenheiro que lhe deu a seguinte explicação: “Nesta região, o índice pluviométrico anual
médio é de 400 milímetros. Como a área de captação da água da chuva de sua casa é um
retângulo de 3 m de largura por 7 m de comprimento, sugiro que aumente essa área para que,
em um ano, com esse Índice pluviométrico, o senhor consiga encher a cisterna, estando ela
inicialmente vazia”.

Sabe-se que o índice pluviométrico de um milímetro corresponde a um litro de água por
metro quadrado. Considere que as previsões pluviométricas são cumpridas e que não há
perda, por nenhum meio, no armazenamento da água.

Em quantos metros quadrados, no mí
para encher a cisterna em um ano?

Os
o 2

, O fazendeiro deve aumentar a área de captação

[OMONO)
","750,777006149292","913,421392440796","64,57",0,1
1341,6,MT,37469,D,"13,0",0,,"1,93126","2,3923","0,11964",CINZA,PROVA CINZA PPL,,"0,0",2017,"739,2256259918213",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/37469.png,"QUESTÃO 141

Numa tarefa escolar, um aluno precisava fazer a planta
baixa de sua casa em uma escala de 1 : 40. Ele verificou
que a base da casa era retangular, tendo 12 metros de
comprimento e 8 metros de largura. O aluno foi a uma
papelaria e lá observou que havia cinco tipos de folhas
de papel, todas com diferentes dimensões. O quadro
contém os cinco tipos de folhas, com seus comprimentos
e larguras fomecidos em centímetro.

Folha de papel | Comprimento Largura
Tipol 16 12
Tipo ll 30 20
Tipo III 32 22

Tipo IV 34 24
Tipo V 48 32

O aluno analisou os cinco tipos de folha e comprou
a que possuía as dimensões mínimas necessárias para
que ele fizesse a planta de sua casa na escala desejada,
deixando exatamente 2 centímetros de margem em cada
um dos quatro lados da folha.

Afolha escolhida pelo aluno foi a de tipo

ol
oil.
on
on.
O v.
","802,6235103607178","970,494031906128","55,98",0,1
841,180,MT,41659,B,"15,0",0,,"1,44654","-0,39957","0,20014",Cinza,PROVA CINZA REGULAR,,"0,0",2015,"460,0541591644287",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41659.png,"QUESTÃO 180 000000

Após realizar uma pesquisa de mercado, uma
operadora de telefonia celular ofereceu aos clientes que
utilizavam até 500 ligações ao mês o seguinte plano
mensal: um valor fixo de R$ 12,00 para os clientes que
fazem até 100 ligações ao mês. Caso o cliente faça mais
de 100 ligações, será cobrado um valor adicional de
R$ 0,10 por ligação, a partir da 101º até a 300% e caso
realize entre 300 e 500 ligações, será cobrado um valor
fixo mensal de R$ 32,00.

Com base nos elementos apresentados, o gráfico que
melhor representa a relação entre o valor mensal pago
nesse plano e o número de ligações feitas é:

o
mm
e
EN
dis
H
RE
o
1º
dis
H
RE
º z
LE
dis
HE
HE
sto

Tg

","535,9737873077393","762,0923519134521","60,01",0,1
460,176,MT,30877,E,"14,0",0,,"2,52961","2,78945","0,05833",Cinza,PROVA CINZA REGULAR,,,2014,"778,9509296417236",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30877.png,"QUESTÃO 176.

Uma empresa farmacêutica produz medicamentos
em pílulas, cada uma na forma de um cilindro com uma
semiesfera com o mesmo raio do cilindro em cada uma
de suas extremidades. Essas pílulas são moldadas por
uma máquina programada para que os cilindros tenham
sempre 10 mm de comprimento, adequando o raio de
acordo com o volume desejado.

Um medicamento é produzido em pílulas com 5 mm
de raio. Para facilitar a deglutição, deseja-se produzir
esse medicamento diminuindo o raio para 4 mm, e, por
consequência, seu volume. Isso exige a reprogramação
da máquina que produz essas pílulas.

Use 3 como valor aproximado para TL
A redução do volume da pílula, em milímetros cúbicos,
após a reprogramação da máquina, será igual a

o 168

o 34

o 306

o 378

e su
","830,7545185089111","958,1987857818604","52,92",0,1
764,170,MT,31305,A,"5,0",0,,"2,00905","1,08874","0,17998",Cinza,PROVA CINZA PPL,,"0,0",2015,"608,877420425415",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/31305.png,"QUESTÃO 170

Uma barraca de tiro ao alvo de um parque de diversões
dará um prêmio de R$ 20,00 ao participante, cada vez
que ele acertar o alvo. Por outro lado, cada vez que ele
errar o alvo, deverá pagar R$ 10,00. Não há cobrança
inicial para participar do jogo. Um participante deu 80 tiros
e, ao final, recebeu R$ 100,00.

Qual foi o número de vezes que esse participante acertou
oalvo?
o3
o
es
oc
ea
","665,1918888092041","827,6073932647705","59,0",0,1
3250,164,MT,27471,C,"8,0",0,,"1,45834","2,40851","0,19555",CINZA,PROVA CINZA REGULAR,,,2021,"740,858793258667",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27471.png,"Questão 164 enemacar
Uma pessoa comprou uma caneca para tomar sopa,
conforme ilustração.

Sabe-se que 1 cm? = 1 mL e que o topo da can
é uma circunferência de diâmetro (D) medindo 10 cm,
e a base é um circulo de diâmetro (d) medindo 8 cm.
Além disso, sabe-se que a altura (h) dessa caneca mede
12 cm (distância entre o centro das circunferências do
topo e da base).

Utilize 3 como aproximação para 7.
Qualéa capacidade volumétrica, emmilitro, dessa canec

o 216
O 408
er
O 2196
e 2928

","816,69020652771","1040,85373878479","59,78",0,1
3422,179,MT,86840,C,"28,0",0,,"0,24441","4,65334","0,03228",CINZA,PROVA CINZA REGULAR,,"0,0",2022,"965,2655124664308",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86840.png,"QUESTÃO 179

A World Series é a decisão do campeonato
norte-americano de beisebol. Os dois times que chegam
a essa fase jogam, entre si, até sete partidas. O primeiro
desses times que completar quatro vitórias é declarado
campeão.

Considere que, em todas as partidas, a probabilidade

de qualquer um dos dois times vencer é sempre 5

Qual é a probabilidade de o time campeão ser aquele que
venceu a primeira partida da World Series?

o

vo oo
","1515,68341255188","2831,8564891815186","51,61",0,1
