,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
"(15.0, 285)",101,LC,17316,D,"15,0",0,,"2,20141","2,37224","0,1478",Cinza,PROVA CINZA REGULAR,,,2014,"737,2229099273682",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/17316.png,"QUESTÃO 101 === gym

Psicologia de um vencido

Eu, filho do carbono e do amoníaco,
Monstro de escuridão e rutilância,
Sofro, desde a epigênesis da infância,
A influência má dos signos do zodíaco.

Profundissimamente hipocondriaco,

Este ambiente me causa repugnância.
Sobe-me à boca uma ânsia análoga à ânsia
Que se escapa da boca de um cardíaco.

Já o verme — este operário das ruínas —
Que o sangue podre das camificinas
Come, e à vida em geral declara guerra,

Anda a espreitar meus olhos para roê-los,
E há de deixar-me apenas os cabelos,
Na frialdade inorgânica da terral

ANJOS, A. Obra completa. Rio de Janio: Nova Aguiar 1004.

A poesia de Augusto dos Anjos revela aspectos de uma
literatura de transição designada como pré-modemista.
Com relação à poética e à abordagem temática presentes
no soneto, identificam-se marcas dessa literatura de
transição como

O a forma do soneto, os versos metrificados, a
presença de rimas e o vocabulário requintado, além
do ceticismo, que antecipam conceitos estéticos
vigentes no Modernismo.

O o empenho do eu lírico pelo resgate da poesia
simbolista, manifesta em metáforas como “Monstro
de escuridão e rutilância” e “influência má dos signos
do zodiaco”.

O a seleção lexical emprestada ao cientificismo, como
se lê em “carbono e amoníaco”, “epigênesis da
infância” e “frialdade inorgânica”, que restitui a visão
naturalista do homem.

O a manutenção de elementos formais vinculados
à estética do Pamasianismo e do Simbolismo,
dimensionada pela inovação na expressividade
poética, e o desconcerto existencial

O a ênfase no processo de construção de uma poesia
descritiva e ao mesmo tempo filosófica, que incorpora
valores morais e científicos mais tarde renovados
pelos modernistas.
","790,9195423126221","938,615083694458","57,39",0,1
"(11.0, 715)",100,LC,27233,C,"11,0",0,,"3,09291","0,6999","0,19055",Cinza,PROVA CINZA PPL,,"0,0",2015,"569,9937343597412",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27233.png,"QUESTÃO 100

A dança modema propõe em primeiro lugar o
conhecimento de si e o autodomínio. Minha proposta é
esta: através do conhecimento e do autodomínio chego à
forma, à minha forma — e não o contrário. É uma inversão
que muda toda a estética, toda a razão do movimento.
Atécnica na dança tem apenas uma finalidade: preparar
o corpo para responder à exigência do espírito artístico.

VIANA CARVALHO. 4. A nça, São Pao: sta, 100
Na abordagem dos autores, a técnica, o autodomínio e o
conhecimento do bailarino estão a serviço da
O padronização do movimento da dança.
O subordinação do corpo a um padrão.
O concretização da criação pessoal
O ideia preconcebida de forma
OQ busca pela igualdade entre os bailarinos.
","606,0163974761963","711,6477489471436","59,53",0,1
"(12.0, 1580)",36,LC,46834,C,"12,0",0,,"3,93945","0,91634","0,15994",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"591,637372970581",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/46834.png,"QUESTÃO 31

MÚKHINA, V. Operário e mulher kolkosiana.
Aço inoxidável, 24,5 m. Moscou, 1837.

Desponiel em:hpaptrdjur auto com Moss em: 7 maio 2012
Essa escultura foi produzida durante o período da ditadura
stalinista, na ex-União Soviética, e representa o(a)

O luta do proletariado soviético para sua emancipação
do sistema vigente

O trabalhador soviético retratado de acordo com a
realidade do período.

O exaltação idealizada da capacidade de trabalho do
povo soviético.

O união de operários e camponeses soviéticos pela
volta do regime czarista.

O sofrimento de trabalhadores soviéticos pela opressão
do regime stalinista.
","621,1631298065186","703,8037776947021","58,0",0,1
"(22.0, 2540)",8,LC,40763,D,"22,0",0,,"1,47486","1,69614","0,20767",AMARELA,PROVA AMARELA PPL,,"0,0",2020,"669,602632522583",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/40763.png,"Questão 8
TEXTOI
Participação feminina em projetos submetidos à Fapesp

Projetos autetída por gênero a paricipação terna (2046)

2955389855

º POSPPSPIDO DESDE

“Om Mascuioo +=. Feminho 0-5 Feio oa e reto)
“rag neo à Pta o
Mulheres na ciência Pesquisa Fapesp. 250, set 2097
TEXTO
As ações “Meninas Intemacionais no Dia das TIC”
são comemoradas todos os anos no mundo todo. O
evento tem como objetivo criar um ambiente global
que capacita e incentiva mulheres jovens a considerar
a área crescente de TIC (Tecnologias de Informação e
Comunicação), permitindo que tanto as profissionais
quanto as empresas de tecnologia colham os benefícios
de uma maior participação feminina nesse setor.
Segundo a União Internacional de Telecomunicações
(UIT), atualmente existem cerca de 260 milhões de usuárias.
de intemet a menos na comparação com os homens
conectados. E, para reverter esse cenário, o evento busca
proporcionar atividades de capacitação, além de discutir
assuntos factuais sobre o mercado de trabalho.
Dept em wieem com ess em: 21 maio 2018
Em ambos os textos, constata-se que a participação das
mulheres nas diferentes áreas de conhecimento
O apresenta taxas de crescimento significativas em
relação à dos homens.
superou a produção masculina na construção de
projetos ao longo dos anos.
& vem sendo estimulada por meio de ações educativas
em diferentes setores.
O tem se transformado, seja pela iniciativa feminina, seja
e

o

pelo incentivo de organizações.
dobrou em relação à atuação de pesquisadores do
outro gênero, no intervalo de 16 anos.
","743,2310581207275","965,2154445648192","60,38",0,1
"(10.0, 2532)",24,LC,39580,A,"10,0",0,,"1,53967","1,33656","0,26933",AMARELA,LINGUAGENS DIGITAL AMARELA,,"0,0",2020,"633,6681842803955",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/39580.png,"Nos dias atuais, para as crianças e os adolescentes, a alimentação adequada e
balanceada está associada, na maioria das vezes, à busca da forma ideal, segundo padrões
ditados pela mídia. Se antes essa preocupação era predominantemente feminina, hoje existem
adolescentes tentando emagrecer a qualquer custo: entram e saem de dietas e regimes feitos.
por conta própria, automedicam-se ou praticam exercícios físicos sem orientação.

MATTOS, L. O. N. Educação física e educação para a saúde. MultiRio, 2016 (adaptado).

Adolescentes associam que a conquista da “forma ideal” do corpo está relacionada à
(8) adoção de hábitos inadequados à saúde no cotidiano.

bus

je auxílio médico para o tratamento com fármacos.

aluação da mídia na estética presente no imaginário feminino.

(O adesão a programas oferecidos por academias de ginástica.
(8 procura de um nutricionista para a realização de dieta e regime.
","697,0350742340088","911,4806652069092","63,47",0,1
"(17.0, 1742)",34,LC,97968,A,"17,0",0,,"0,83826","1,29183","0,02232",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"629,2026042938232",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97968.png,"QUESTÃO 34
Quebranto
às vezes sou o policial que me suspeito
me peço documentos.
e mesmo de posse deles
me prendo é me dou porrada.
às vezes sou o porteiro
não me deixando entrar em mim mesmo
pela porta de serviço
1
às vezes faço questão de não me ver
é entupido com a visão deles.
Sinto-me a miséria concobida como um eterno
começo
fecho-me o cerco
sendo o gesto que me nego
apinga que me bebo e me embebedo
o dedo que me aponto
e deruncio
o ponto em que me entrego.
às vezes!
cum gra ui ea Mia 0 pane
Na literatura de temática negra produzida no Brasi,
É recorrente a presença de elementos que traduzem
experiências históricas de preconceito e violência.
No poema, essa vivência revela que o eu íico
(9 incorpora seletivamente o discurso do seu opressor.
O submoto-so à discriminação como meo de
fortalecimento.
O engaiase na denúncia do passado de opressão e
injustiças.
O soíre uma perda de identidade e de noção de
pertencimento.
O acredita esporadicamente na utopia de uma
sociedade igualitária
","791,1841869354248","1174,6351718902588","51,12",0,1
"(1.0, 2134)",45,LC,82045,A,"1,0",0,,"1,76863","1,32651","0,1622",Amarela,PROVA AMARELA PPL,,"0,0",2019,"632,6501369476318",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/82045.png,"Questão 45

VERISSIMO, LF. As cobras em: se Deus existe que eu seja atingido por um raio. Porto Alegre: L&PM, 2000.

No que diz respeito ao uso de recursos expressivos em diferentes linguagens, o cartum produz humor brincando com a

vo000

caracterização da linguagem utilizada em uma esfera de comunicação específica.
deterioração do conhecimento científico na sociedade contemporânea.
impossibilidade de duas cobras conversarem sobre o universo.

dificuldade inerente aos textos produzidos por cientistas.

complexidade da reflexão presente no diálogo.
","698,2223987579346","882,3459148406982","58,11",0,1
"(22.0, 288)",104,LC,67292,C,"22,0",0,,"1,04729","4,01866","0,17462",Cinza,PROVA CINZA REGULAR,,,2014,"901,8604755401612",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/67292.png,"QUESTÃO 104 === mm

TEXTO |
Ditado popular é uma frase sentenciosa, concisa, de
verdade comprovada, baseada na secular experiência do
povo, exposta de forma poética, contendo uma norma de
conduta ou qualquer outro ensinamento.
WEITZEL,A H.Follor iteário e ingusico. uz de Fora: Esdev, 1984 agent

TEXTO

Rindo brincalhona, dando-lhe tapinhas nas costas,
prima Constança disse isto, dorme no assunto, ouça O
travesseiro, não tem melhor conselheiro.

Enquanto prima Biela dormia no assunto, toda a casa
se alvoroçava.

[Prima Constança ia rezar, pedir a Deus para
iluminar prima Biela. Mas ia também tomar suas
providências. Casamento e mortalha, no céu se talha.
Deus escreve direito por linhas tortas. O que for soará.
Dizia os ditados todos, procurando interpretar os
desígnios de Deus, transformar os seus desejos nos
desígnios de Deus. Se achava um instrumento de Deus.

DOURADO, A Uma vida em segredo. Rode Janeiro: Franco Aves, 1800 (ragmento
O uso que prima Constança faz dos ditados populares, no
Texto Il, constitui uma maneira de utilizar o tipo de saber
definido no Texto |, porque
cita-os pela força do hábito.
aceita-os como verdade absoluta.
aciona-os para justificar suas ações.
toma-os para solucionar um problema.
considera-os como uma orientação divina.

vo0oo
","1010,7223987579346","1322,0994472503662","58,73",0,1
963,15,LC,60495,C,"24,0",0,,"2,56194","0,23409","0,18202",CINZA,PROVA CINZA PPL,,"0,0",2016,"523,4067440032959",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/60495.png,"QUESTÃO 105

Open: pia cause gov Aceda em: o. 2015 Casal

Na campanha publicitária, há uma tentativa de

sensibilizar o público-alvo, visando levá-lo à doação de

sangue. Analisando a estratégia argumentativa utilizada,
percebe-se que

O a exposição de alguns dados sobre a jovem procura
provocar compaixão, visto que, em razão da doença,
ela vive de maneira diferente dos demais jovens de
sua idade.

O a campanha defende a ideia de que, para doar, é
preciso conhecer o doente, considerando que foi
preciso apresentar a jovem para gerar identificação.

O o questionamento seguido da resposta propõe
reflexão por parte do público-alvo, visto que o texto
critica a prática de escolher para quem doar.

O as escolhas verbais associadas à imagem parecem
contraditórias, pois constroem uma aparência
incompatível com a de uma jovem doente.

O a campanha explora a expressão da jovem a fim de
gerar comoção no leitor, levando-o a doar sangue
para as pessoas com leucemia.

","567,4426555633545","694,8392391204834","59,1",0,1
319,135,LC,62056,C,"4,0",0,,"2,36775","0,57178","0,12678",Cinza,PROVA CINZA REGULAR,,,2014,"557,1811199188232",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/62056.png,"QUESTÃO 135:

NASA DIVULGA A
PRIMEIRA FOTO FEITA
PELO ROBO OPPORTUNITY
NO SOLO DE MARTE.

VEJA:

WILL. Disponível em: wuliando com br Acesso em: 7 nov. 2013.

Opportunity é o nome de um veículo explorador que
aterrissou em Marte com a missão de enviar informações
à Terra. A charge apresenta uma crítica ao(à)

Opportunity é o nome de um veículo explorador que
aterrissou em Marte com a missão de enviar informações
à Terra. A charge apresenta uma crítica ao(à)

(9 gasto exagerado como envio de robôs a outros planetas.
exploração indiscriminada de outros planetas.
circulação digital excessiva de autorretratos.
vulgarização das descobertas espaciais.
mecanização das atividades humanas.
","608,4411144256592","745,4626560211182","56,34",0,1
3590,11,LC,141398,D,"26,0",0,,"1,88601","0,44771","0,23332",AMARELA,PROVA AMARELA PPL,,"0,0",2022,"544,780969619751",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/141398.png,"QUESTÃO 11 000000000000000000000000

Cuidadora humilhada por erros de português ao enviar
currículo para asilo recebe ofertas de emprego

Da

a voz, pergunto antes
rosa está precisando deste

do enviar
ea too ousa

ando osso

E)

quo ago
mâniã

Etamhém não

MARTINS, Disponível em: ag! globo.com. Acesso em: 25 nov 2024 (adaptado
Nessa conversa por aplicativo, em que se evidencia uma
forma de preconceito, a atendente avaliou a candidata a
uma vaga de emprego pelo(a)

ausência de autocorreção durante um diálogo,
desleixo com a pontuação adequada durante um
bate-papo.

desprezo pela linguagem utilizada em entrevistas de
emprego.

descuido com os padrões linguísticos no contexto
de busca por emprego.

negligência com a correção automática de palavras
pelo corretor de textos do celular.

vo o oo
","599,9915599822998","774,1634845733643","61,67",0,1
975,21,LC,52657,E,"29,0",0,,"2,84088","-0,17836","0,03216",CINZA,PROVA CINZA PPL,,"0,0",2016,"482,1674823760986",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/52657.png,"QUESTÃO 111

Como escrever na internet

Regra 1 — Fale, não GRITE!

Combine letras maiúsculas e minúsculas, da mesma forma que na escrita comum. Cartas em papel não são
escritas somente com letras maiúsculas; na intemet, escrever em maiúsculas é o mesmo que gritar! Para enfatizar
frases e palavras, use os recursos de sublinhar (colocando palavras ou frases entre sublinhados) e *grifar* (palavras
ou frases entre asteriscos). Frases em maiúsculas são aceitáveis em títulos e ênfases ou avisos urgentes.

Regra 2 — Sorria :) pisque ;.) chore &(.

Os emoticons (ou smileys) são icones formados por parênteses, pontos, vírgulas e outros símbolos do teclado.
Eles representam carinhas desenhadas na horizontal e denotam emoções. É difícil descobrir quando uma pessoa
está falando alguma coisa em tom de brincadeira, se está realmente brava ou feliz, ou se está sendo irônica, em um
ambiente no qual só há texto; por isso, entram em cena os smileys. Comece a usá-los aos poucos e, com o passar do
tempo, estarão integrados naturalmente às suas conversas on-line.

Dlsponeem: don upar. Acsto em: 2 013
O texto traz exemplos de regras que podem evitar mal-entendidos em comunicações eletrônicas, especialmente em
e-mails e chats. Essas regras

revelam códigos intemacionalmente aceitos que devem ser seguidos pelos usuários da intemet.

constituem um conjunto de normas ortográficas inclusas na escrita padrão da língua portuguesa.

representam uma forma complexa de comunicação, pois os caracteres são de difícil compreensão.

foram desenvolvidas para que usuários de países de línguas diferentes possam se comunicar na web.

refletem recomendações gerais sobre o uso dos recursos de comunicação facilitadores da convivência na intemet.

0000
","529,517412185669","642,751932144165","51,61",0,1
3229,41,LC,120174,C,"27,0",0,,"2,67436","0,09087","0,13757",AMARELA,PROVA AMARELA PPL,,,2021,"509,0897083282471",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/120174.png,"Questão 41

As ruas de calçamento irregular feito com pedras pé
de moleque e o casario colonial do centro histórico de
Paraty, município ao sul do estado do Rio de Janeiro,
foram palco de uma polêmica encerrada há pouco mais.
de dez anos: o nome da cidade deveria ser escrito com
“you com “P?

Tudo começou após mudanças nas regras
ortográficas da língua portuguesa no Brasil terem
determinado a substituição do “y” por “i” em palavras
como “Paraty”, que então passou a figurar nos
mapas como “Parati. Revoltados com a alteração, os
paratienses se mobilizaram para que o “y” retornasse
ao seu devido lugar na grafia do nome da cidade, o
que só ocorreu depois da aprovação de uma lei pela
Câmara de Vereadores, em 2007.

No caso de “Paraty”, uma das argumentações em
favor do uso do *y"" teve por base a origem indígena da
palavra. ""Foi percebido que existem várias tonalidades
para a pronúncia do ' para os indígenas. E cada uma
delas tem um significado diferente. O 'y é mais próximo
à pronúncia que eles usavam para significar algo no
território. É como se fosse “Parati, que significa água
que corre. Aío linguista achou por bem utilizar o y para
representar essa pronúncia, o ' longo, o “7 dobrado”,
esclarece uma técnica da coordenação de cartografia
do IBGE.

BENEDICTO, 4; LOSCH,M Nomes pegos Ras revê do GE, o 210.

A resolução da polêmica, com a permanência da
grafia da palavra “Paraty”, revela que a normatização
da língua portuguesa foi desconsiderada por

conveniência político-partidária.
motivação de natureza estética e lúdi
força da tradição e do sentimento de pertença.
convenção ortográfica de alcanos geral.

o
o
o
O necessidade de sistematização dos usos da língua,
","553,8671016693115","675,3127574920654","56,88",0,1
3226,38,LC,120722,B,"25,0",0,,"1,91409","0,83223","0,23711",AMARELA,PROVA AMARELA PPL,,,2021,"583,235502243042",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/120722.png,"Questão 38

Piquititim
Se eu fosse um passarim

Destes bem avoadô

Destes bem piquititim

Assim que nem beija-flor

“Avoava do gaim e assentava sem assombro
Nas grimpinha do seu ombro

Mode beijá seus beicim

E se ocê deixasse as veiz
Com um fio do seu cabelim.
No prazo de quaiz um mês
Eu fazia nosso nin

Aí sei que dessa veiz

Em poquim tempo dispoiz
Nóis largava de ser dois

Pra ser quatro, cinco ou seis.

CARNEIRO, MORA, E Deorl em: me oçcom Acesso em: 3 2.
A estratégia linguística predominante na configuração
regional da inguagem representada na letra de canção é o(a)

ausência da marca de concordância nominal.
redução da silaba final de determinadas palavras.
emprego de vocabulário característico da fauna brasileira.
uso da regra variável de concordância verbal.
supressão do R na silaba final dos vocábulos.
","637,2826099395752","808,9869022369385","61,86",0,1
2075,16,LC,23833,C,"20,0",0,,"3,34117","0,44968","0,20117",Amarela,PROVA AMARELA REGULAR,,"0,0",2019,"544,9693202972412",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23833.png,"Questão 16
TEXTOI
Estratos

Na passagem de uma língua para outra, algo
sempre permanece, mesmo que não haja ninguém
para se lembrar desse algo. Pois um idioma retém
em si mais memórias que os seus falantes e, como
ja chapa mineral marcada por camadas de uma
istória mais antiga do que aquela dos seres viventes,
evitavelmente carrega em si a impressão das eras
pelas quais passou. Se as “línguas são arquivos da
istória”, elas carecem de livros de registro e catálogos.
Aquilo que contêm pode apenas ser consultado em
parte, fornecendo ao pesquisador menos os elementos
de uma biografia do que um estudo geológico de uma
sedimentação realizada em um período sem começo ou
sem fim definido.
HELLER-ROAZEN, D. Ecolalias: sobre o esquecimento das línguas.
Campinas: Unicamp, 2010.

TEXTO

Na reflexão gramatical dos séculos XVI e XVII,

a influência árabe aparece pontualmente, e se reveste

sobretudo de item bélico fundamental na atribuição de

rudeza aos idiomas português e castelhano por seus

respectivos detratores. Parecer com o árabe, assim,
é uma acusação de dessemelhança com o latim.

SOUZA, M. P Linguística histórica.

Campinas: Unicamp, 2006.

Relacionando-se as ideias dos textos a respeito da

ória e memória das línguas, quanto à formação da

ingua portuguesa, constata-se que

O a presença de elementos de outras línguas no
português foi historicamente avaliada como um
Índice de riqueza.

O o estudioso da língua pode identificar com precisão
os elementos deixados por outras línguas na
transformação da língua portuguesa.

O o português é o resultado da influência de outras
línguas no passado e carrega marcas delas em suas
múltiplas camadas.

O o árabe e o latim estão na formação escolar e na
memória dos falantes brasileiros.

O a influência de outras línguas no português ocorreu
de maneira uniforme ao longo da história.

","577,7900218963623","675,69899559021","60,06",0,1
3587,14,LC,43500,E,"28,0",0,,"1,44529","1,31101","0,11879",AMARELA,PROVA AMARELA PPL,,"0,0",2022,"631,1028003692627",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/43500.png,"QUESTÃO 14 OO D0OOOOOOOOO

A produção em massa em grandes fábricas se tomou
o simbolo da Segunda Revolução Industrial. Agora, após
um século, uma nova transformação se anuncia. Ela é
trazida por aparelhos do tamanho de um micro-ondas
que constroem um objeto real a partir de um arquivo
digital: as impressoras tridimensionais. Elas funcionam
como uma impressora convencional que muitos têm em
casa. Basta apertar o botão na tela do computador para
que o arquivo digital, com o desenho em três dimensões
do objeto a fabricar, seja enviado para a máquina.
Em vez de tinta, elas usam materiais como plástico,
gesso, silicone, borracha ou metais para fazer sapatos,
próteses dentárias, joias, luminárias, brinquedos ou peças
de equipamentos hospitalares. Até há pouco tempo,
esses equipamentos custavam centenas de milhares de
reais e ficavam restritos às grandes indústrias. Hoje já
é possível levar para casa uma impressora 3D e usá-la
para fabricar objetos. “Uma nova revolução industrial está
a caminho”, diz o jomalista e físico Chris Anderson.
Disponível em: hoprevtenoca go com Acesso em: 17 fu 2013 (apto
Segundo esse texto, as impressoras tridimensionais
prenunciam uma nova Revolução Industrial porque são
tecnologias que
(9 diminuíram de tamanho.
O tiveram seus preços reduzidos,
O trabalham com um arquivo digital
O facilitam a confecção de objetos 3D.
O permitem a individualização da manufatura.

","715,8963680267334","940,1934146881104","55,94",0,1
958,12,LC,55655,A,"24,0",0,,"1,141","1,07852","0,04139",CINZA,PROVA CINZA REGULAR,,"0,0",2016,"607,8546047210693",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/55655.png,"QUESTÃO 102  rrrrrrrr rr
Aobra de Túlio Piva poderia ser objeto de estudo nos
bancos escolares, ao lado de Noel, Ataulfo e Lupicínio.
Se o criador optou por permanecer em sua querência
— Santiago, e depois Porto Alegre, a obra alçou voos
mais altos, com passagens na Rússia, Estados Unidos e
Venezuela. Tem que ter mulata, seu samba maior, é coisa
de craque. Um retrato feito de ritmo e poesia, uma ode ao
gênero que amou desde sempre. E o paradoxo: misto de
gaúcho e italiano, nascido na fronteira com a Argentina,
falando de samba, morro e mulata, com categoria. E que
categoria! Uma batida de violão que fez história. O tango
transmudado em samba.
RAMREZ 4: PIA R (079). Túlio Piva pra er samba bras
Pero Mg: Programa Petrobras Coura, 2005 (aaa,
O texto é um trecho da crítica musical sobre a obra de
Túlio Piva. Para enfatizar a qualidade do artista, usou-se
como recurso argumentativo o(a)
contraste entre o local de nascimento e a escolha
pelo gênero samba.
exemplo de temáticas gaúchas abordadas nas letras
de sambas.
alusão a gêneros musicais brasileiros e argentinos.
comparação entre sambistas de diferentes regiões.
aproximação entre a cultura brasileira e a argentina.

00 o q
","724,694013595581","1006,8361759185792","52,07",0,1
