,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
782,78,CN,32692,B,"27,0",0,,"1,46133","0,55445","0,23627",Amarelo,PROVA AMARELA PPL,,"0,0",2015,"555,4335117340088",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/32692.png,"QUESTÃO 78

Os calcários são materiais compostos por carbonato
de cálcio, que podem atuar como sorventes do dióxido
de enxofre (SO,), um importante poluente atmosférico.
As reações envolvidas no processo são a ativação do
calcário, por meio de calcinação, e a fixação do SÓ, com
a formação de um sal de cálcio, como ilustrado pelas
equações químicas simplificadas.

Caco, -tslor, ca + CO,

CaO + SO, +. 0, — Sal de cálcio

Considerando-se as reações envolvidas nesse processo
de dessulfurização, a fórmula química do sal de cálcio
corresponde a

O caso,

O caso,

O caso,

O caso,

O caso,
","626,3558864593506","851,2346744537354","61,81",0,1
2439,97,CN,14993,C,"28,0",0,,"0,99966","1,19437","0,21325",CINZA,PROVA CINZA REGULAR,,"0,0",2020,"619,4250583648682",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/14993.png,"Questão 97 777
Aranhas, escorpiões, carrapatos e ácaros são
representantes da classe dos Aracnídeos. Esses animais
são terrestres em sua grande maioria e ocupam os mais.
variados hábitats, tais como montanhas altas, pântanos,
desertos e solos arenosos. Podem ter sido os primeiros
representantes do filo Arthropoda a habitar a terra seca.

A característica que justifica o sucesso adaptativo desse
grupo na ocupação do ambiente terrestre é a presença de

(O queliceras e pedipalpos que coordenam o movimento
corporal,

O excreção de ácido úrico que confere estabilidade ao
pH corporal,

O exoesqueleto constituído de quitina que auxilia no
controle hídrico corporal.

(O circulação sanguínea aberta que impede a desidratação
dos tecidos corporais.

O sistemanervosoganglionarque promove a coordenação
central do movimento corporal.
","727,1020412445068","1054,8393726348877","60,66",0,1
1868,97,CN,95908,B,"29,0",0,,"1,90262","1,03619","0,21169",Cinza,PROVA CINZA PPL,,"0,0",2018,"603,6059856414795",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/95908.png,"QUESTÃO 97

O fitato, presente em diversos cereais, apresenta a propriedade de associar-se a alguns minerais, proteinas e
carboidratos, formando complexos insolúveis e incapazes de serem digeridos por animais monogástricos. Por esse
motivo, muitas rações ricas em cereais contêm, na sua formulação final, a enzima fitase como aditivo. O esquema de
ação dessa enzima sobre o fitato está representado na figura.

ca
02” po,
Fitase-—|

ROMANO, E: RUSSO, A Biocatalysis Resesrsh Progress Hauppavge (NY): Nova Science Pubs, 2008 (apto)
A adição de fitase nessas rações acarretará um aumento da

O eliminação de produtos nitrogenados.

O disponibilidade de nutrientes.

O desnaturação de proteinas.

O assimilação de fitato.

O absorção de amido.
","660,3257656097412","832,4902057647705","60,58",0,1
632,50,CN,18682,D,"30,0",0,,"2,64876","0,11367","0,17311",Amarelo,PROVA AMARELA PPL,,"0,0",2015,"511,3761425018311",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/18682.png,"QUESTÃO 50

Durante a aula, um professor apresentou uma
pesquisa nacional que mostrava que o consumo de sódio
pelos adolescentes brasileiros é superior ao determinado
pela Organização Mundial da Saúde. O professor, então,
destacou que esse hábito deve ser evitado.

Adoença associada a esse hábito é a
O obesidade.

O osteoporose

O diabetestipo Il

O hipertensão arterial

€ hipercolesterolemia.

","554,4989109039307","677,5920391082764","58,66",0,1
"(11.0, 1910)",118,CN,96480,E,"11,0",0,,"1,64965","0,84138","0,18067",Cinza,PROVA CINZA PPL,,"0,0",2018,"584,1271877288818",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/96480.png,"QUESTÃO 118

Em pacientes portadores de astrocitoma pilocítico,
um tipo de tumor cerebral, o gene BRAF se quebra
e parte dele se funde a outro gene, o KIAA1549. Para
detectar essa alteração cromossômica, foi desenvolvida
uma sonda que é um fragmento de DNA que contém
partículas fluorescentes capazes de reagir com os genes
BRAF e KIAA1549 fazendo cada um deles emitir uma cor
diferente. Em uma célula normal, como os dois genes
estão em regiões distintas do genoma, as duas cores
aparecem separadamente. Já quando há a fusão dos
dois genes, as cores aparecem sobrepostas

Deponel em: gencafapespir. Aesso em: o 2015.

A alteração cromossômica presente nos pacientes com
astrocitoma pilocítico é classificada como

estrutural do tipo deleção.

numérica do tipo euploidia.

estrutural do tipo duplicação.

numérica do tipo aneuploídia.

estrutural do tipo translocação.

0000
","652,655839920044","850,4741191864014","59,03",0,1
"(2.0, 3005)",109,CN,87143,E,"2,0",0,,"3,13337","-0,14484","0,15946",CINZA,PROVA CINZA PPL,,,2021,"485,5124950408936",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/87143.png,"Questão 109 enemamr
Um agricultor, visando melhorar a vida útil dos

vegetais que comercializa, optou por embalagens a vácuo.

Esse procedimento impede a proliferação dos principais

microrganismos que participam da decomposição dos

alimentos, prolongando o período de consumo dos vegetais.

Esse tipo de embalagem impede a proliferação de

microrganismos porque

retém água.

controla o pH.

evita a perda de nutrientes,

mantém a temperatura constante.

impede o contato com o oxigênio.

0000
","522,66526222229","626,5609264373779","57,97",0,1
"(11.0, 1537)",31,CN,39468,E,"11,0",0,,"2,64723","0,45466","0,18303",CINZA,PROVA CINZA PPL,,"0,0",2017,"545,4628467559814",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/39468.png,"QUESTÃO 121

Um geneticista observou que determinada plantação
era sensível a um tipo de praga que atacava as flores
da lavoura. Ao mesmo tempo, ele percebeu que uma
erva daninha que crescia associada às plantas não era
destruída. A partir de técnicas de manipulação genética,
em laboratório, o gene da resistência à praga foi inserido
nas plantas cultivadas, resolvendo o problema.

Do ponto de vista da biotecnologia, como essa planta
resultante da intervenção é classificada?

Clone.

Híbrida.

Mutante.

Dominante.

Transgênica.

VOVOsO
","588,0205631256104","711,3258838653564","59,15",0,1
"(22.0, 2304)",130,CN,89150,E,"22,0",0,,"3,482","0,29664","0,15617",Cinza,PROVA CINZA REGULAR,,"0,0",2019,"529,6652317047119",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/89150.png,"Questão 130

Os olhos humanos normalmente têm três tipos de
cones responsáveis pela percepção das cores: um tipo
para tons vermelhos, um para tons azuis e outro para tons
verdes. As diversas cores que enxergamos são o resultado
da percepção das cores básicas, como indica a figura.

A protanopia é um tipo de daltonismo em que há
diminuição ou ausência de receptores da cor vermelha.
Considere um teste com dois voluntários: uma pessoa
com visão normal é outra com caso severo de protanopia.
Nesse teste, eles devem escrever a cor dos cartões que
lhes são mostrados. São utilizadas as cores indicadas
na figura.

Para qual cartão os dois voluntários identificarão a
mesma cor?

O Vermelho.
O Magenta
O Amarelo.
O Branco.
O azul
","563,239336013794","656,7018032073975","57,81",0,1
"(20.0, 2279)",118,CN,97169,A,"20,0",0,,"5,93339","1,98881","0,13188",Cinza,PROVA CINZA REGULAR,,"0,0",2019,"698,8780498504639",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97169.png,"Questão 118

Em qualquer obra de construção civil é fundamental a utilização de equipamentos de proteção individual,
tal como capacetes. Por exemplo, a queda livre de um tijolo de massa 2,5 kg de uma altura de 5 m, cujo impacto
contra um capacete pode durar até 0,5 s, resulta em uma força impulsiva média maior do que o peso do tijolo.
Suponha que a aceleração gravitacional seja 10 m s-2 e que o efeito de resistência do ar seja desprezível.

Aforça impulsiva média gerada por esse impacto equivale ao peso de quantos tijolos iguais?

o2
5
1

3

A
50

voo
8
","719,2080020904541","773,9155292510986","56,59",0,1
"(7.0, 2611)",121,CN,59938,B,"7,0",0,,"1,63481","0,93705","0,15525",AMARELA,NATUREZA DIGITAL AMARELA,,"0,0",2020,"593,6973094940186",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/59938.png,"As pilhas recarregáveis, bastante utilizadas atualmente, são formadas por sistemas que
atuam como uma célula galvênica, enquanto estão sendo descarregadas, e como célula
eletrolítica, quando estão sendo recarregadas.

Uma pilha é formada pelos elementos níquel e cádmio e seu carregador deve fornecer
uma diferença de potencial mínima para promover a recarga. Quanto maior a diferença de
potencial gerada pelo carregador, maior será o seu custo. Considere os valores de potencial
padrão de redução dessas espécies:

NÊ* (aq) +28"" = Ni(s) E=-0230v

ce (aq)+ 20
Teoricamente, para que um carregador seja ao mesmo tempo eficiente e tenha o menor preço,
a diferença de potencial mínima, em volt que ele deve superar é de

O 008

cá(s) E=-0,402V

000
","665,3063297271729","864,3500804901123","57,76",0,1
"(1.0, 2971)",95,CN,54959,B,"1,0",0,,"2,15669","1,23172","0,29573",CINZA,PROVA CINZA REGULAR,,,2021,"623,1801509857178",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/54959.png,"Questão 95 ==... enemeçar
O eletrocardiograma é um exame cardíaco que mede
a intensidade dos sinais elétricos advindos do coração.

A imagem apresenta o resultado típico obtido em um
paciente saudável e a intensidade do sinal (V,,) em

tempo (5)

","666,0525798797607","819,7824954986572","64,79",0,1
"(3.0, 1465)",22,CN,26499,E,"3,0",0,,"2,39733","1,61597","0,18759",CINZA,PROVA CINZA PPL,,"0,0",2017,"661,5989208221436",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/26499.png,"QUESTÃO 112

O debate a respeito da natureza da luz perdurou por
séculos, oscilando entre a teoria corpuscular e a teoria
ondulatória. No início do século XIX, Thomas Young,
com a finalidade de auxiliar na discussão, realizou o
experimento apresentado de forma simplificada na
figura. Nele, um feixe de luz monocromático passa por
dois anteparos com fendas muito pequenas. No primeiro
anteparo há uma fenda e no segundo, duas fendas.
Após passar pelo segundo conjunto de fendas, a luz
forma um padrão com franjas claras e escuras.

)
Franjas
Do claras
Fenda I
Luz monocromática | simples | Fenda .
dupl Franjas
pla
escuras
ê
O]
Anteparo

SILVA, F. W. O. A evolução da teoria ondulatória da luz e os livros didáticos.
Revista Brasileira de Ensino de Física, n. 1, 2007 (adaptado).
Com esse experimento, Young forneceu fortes
argumentos para uma interpretação a respeito da
natureza da luz, baseada em uma teoria
O corpuscular, justificada pelo fato de, no experimento,
a luz sofrer dispersão e refração.
O corpuscular, justificada pelo fato de, no experimento,
a luz sofrer dispersão e reflexão.
OG ondulatória, justificada pelo fato de, no experimento, a
luz sofrer difração e polarização.
O ondulatória, justificada pelo fato de, no experimento, a
luz sofrer interferência e reflexão.
Q ondulatória, justificada pelo fato de, no experimento, a
luz sofrer difração e interferênci

","708,2765102386475","844,5112705230713","59,38",0,1
"(1.0, 3018)",108,CN,30197,A,"1,0",0,,"2,81758","1,5038","0,15164",CINZA,PROVA CINZA PPL,,,2021,"650,376558303833",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30197.png,"Questão 108 enemaar

As notas musicais, assim como a grande maioria
dos sons encontrados na natureza, são complexas e
formadas pela superposição de várias ondas senoidais.
A figura apresenta três componentes harmônicas e a
composição resultante, construídas na mesma escala,
para um instrumento sonoro. Essa composição carrega
uma “assinatura sônica” ou timbre do corpo que a produz.

Componente
harmônica A

Componente
harmônica &

Comin. Wi

Formato de onda do
som complexo

RODRIGUES FW Fuga de midia ua sodagem compara eai Revit da
Blogão 2 jo 208 Deponnel am wa usp esse: 2 pn 2012 (tapio

Essas componentes harmônicas apresentam iguais
O amplitude e velocidade.

O amplitude e frequência.

O frequência e velocidade.

O amplitude e comprimento de onda.

O frequência e comprimento de onda.
","692,1236515045166","807,5659275054932","57,58",0,1
"(4.0, 1872)",99,CN,97856,C,"4,0",0,,"2,44969","-0,52357","0,17997",Cinza,PROVA CINZA PPL,,"0,0",2018,"447,6468563079834",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97856.png,"QUESTÃO 99

As lavas do inseto do bicho-da-farinha
(Tenebrio molitor) conseguem se alimentar de isopor
descartado (poliestireno expandido), transformando-o
em dióxido de carbono e outros componentes.
Dessa forma, essas larvas contribuem para a redução
dos impactos negativos causados pelo acúmulo de

isopor no ambiente.
Disponível em: woe com, Aogsco em: 20 cu 2015 (asia)

Aredução dos impactos causados pelo acúmulo de isopor
é resultante de qual processo desempenhado pelas larvas
do bicho-da-farinha?

Bioindicação.

Biomarcação.

Biodegradação.

Bioacumulação.

Biomonitoramento.

vo000
","493,8309192657471","627,032995223999","59,0",0,1
"(16.0, 1131)",99,CN,11529,B,"16,0",0,,"0,76573","0,42597","0,26488",AMARELA,PROVA AMARELA PPL,,"0,0",2016,"542,5684452056885",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/11529.png,"QUESTÃO 54

Darwin, em viagem às Ilhas Galápagos, observou que
os tentilhões apresentavam bicos com formatos diferentes
em cada ilha, de acordo com o tipo de alimentação
disponível. Lamarck, ao explicar que o pescoço da girafa
teria esticado para colher folhas e frutos no alto das
árvores, elaborou ideias importantes sobre a evolução
dos seres vivos.

O texto aponta que uma ideia comum às teorias da
evolução, propostas por Darwin e por Lamarck, refere-se
à interação entre os organismos e seus ambientes, que é
denominada de

mutação.

adaptação.

seleção natural.

recombinação gênica.

variabilidade genética

0000
","671,123743057251","1102,02956199646","63,24",0,1
2477,112,CN,24700,B,"19,0",0,,"1,50064","2,48924","0,32107",CINZA,PROVA CINZA PPL,,"0,0",2020,"748,9101886749268",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/24700.png,"Questão 112 D520enemoronenemoronenemi

Os acidentes de trânsito são causados geralmente por
excesso de velocidade. Em zonas urbanas no Brasil, o
limite de velocidade normalmente adotado é de 60 km
Uma alternativa para diminuir o número de acidentes
seria reduzir esse limite de velocidade. Considere uma
pista seca em bom estado, onde um carro é capaz de
frear com uma desaceleração constante de 5 m s? e
que o limite de velocidade reduza de 60 km hr” para
50 km hr”

Nessas condições, a distância necessária para a
frenagem desde a velocidade limite até a parada completa
do veículo será reduzida em um valor mais próximo de

Om.
O9m.
e 15m
O 19m
e 3m.
","807,1153163909912","1029,0114879608154","66,05",0,1
135,46,CN,48937,E,"1,0",0,,"1,01975","1,85878","0,11171",Branco,PROVA BRANCA REGULAR,,,2014,"685,8985424041748",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/48937.png,"QUESTÃO 46 === mmwmumum

Ao sintonizarmos uma estação de rádio ou um canal
de TV em um aparelho, estamos alterando algumas
características elétricas de seu circuito receptor.
Das inúmeras ondas eletromagnéticas que chegam
simultaneamente ao receptor, somente aquelas que
oscilam com determinada frequência resultarão em
máxima absorção de energia.

O fenômeno descrito é a
difração.

refração.

polarização.
interferência.
ressonância.

voooo
","807,074785232544","1124,748468399048","55,59",0,1
1896,111,CN,88641,D,"14,0",0,,"2,85187","0,84789","0,13263",Cinza,PROVA CINZA PPL,,"0,0",2018,"584,7876071929932",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/88641.png,"QUESTÃO 111

A ricina, substância tóxica extraída da mamona,
liga-se 0 açúcar galactose presente na membrana
plasmática de muitas células do nosso corpo.
Após serem endocitadas, penetram no citoplasma da
célula, onde destroem os ribossomos, matando a célula
em poucos minutos.

SADAVA, D. eta Vida: a ciência da biologia Porto Alegre Armed, 200 (captado)

O uso dessa substância pode ocasionar a morte de uma
pessoa ao inibir, diretamente, a síntese de

RNA.

DNA.

lipídios.
proteinas.
carboidratos.

v0000
","627,0425319671631","740,8730983734131","56,63",0,1
711,73,CN,27106,D,"1,0",0,,"0,94851","0,17176","0,216",Amarelo,PROVA AMARELA REGULAR,,"0,0",2015,"517,1768665313721",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27106.png,"QUESTÃO 73. O0000c==""==—=—

Ao ouvir uma flauta e um piano emitindo a mesma
nota musical, consegue-se diferenciar esses instrumentos
um do outro.

Essa diferenciação se deve principalmente ao(à)
O intensidade sonora do som de cada instrumento
musical

potência sonora do som emitido pelos diferentes
instrumentos musicais

diferente velocidade de propagação do som emitido
por cada instrumento musical

timbre do som, que faz com que os formatos das
ondas de cada instrumento sejam diferentes.

altura do som, que possui diferentes frequências para
diferentes instrumentos musicais.

vo oo
","630,1515102386475","975,684404373169","60,8",0,1
