,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
3330,86,CH,140550,A,"27,0",0,,"3,5293","0,41127","0,19018",AMARELA,PROVA AMARELA REGULAR,,"0,0",2022,"541,128396987915",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/140550.png,"QUESTÃO 86 —

Para os Impérios Coloniais, o problema das
doenças que atingiam os escravos era algo com que
cotidianamente deparavam os senhores. Em vista
disso, uma série de obras dedicadas à administração
de escravos foi publicada com vista a implementar
uma moderna gestão da mão de obra escravista em
convergência com o Iluminismo. Nesse contexto,
o saber médico adquiria um papel extremamente
relevante. Este era encarado como um instrumento
fundamental ao desenvolvimento colonial, dada a
percepção do impacto que as doenças tropicais
causavam na população branca e nos povos
escravizados.
ABREU, LN, ACofia enferma a saúda dos povos: a media das ce” eas
infmações sobre enfermidades da Amána poripues. ita, Clncias,
Saúde - Manguinhos 13 hi-st 2007 [adido
De acordo com o texto, a importância da medicina se
justifica no âmbito dos objetivos

econômicos das elites.
naturalistas dos viajantes.
abolicionistas dos letrados.
tradicionalistas dos nativos
emancipadores das metrópoles.

vovo
","572,716474533081","665,2824878692627","59,51",0,1
33,34,CH,47424,C,"28,0",0,,"1,16371","1,90465","0,24597",Branco,PROVA BRANCA REGULAR,,,2014,"690,4714107513428",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/47424.png,"QUESTÃO 34

Disponível em: wu ankirackorg. Acesso em: 7 maio 2013 (adaptado

A imagem indica pontos com ativo uso de tecnologia,

correspondentes a que processo de intervenção no

espaço?

O Expansão das áreas agricultáveis, com uso intensivo
de maquinário e insumos agrícolas.

O Recuperação de águas eutrofizadas em decorrência
da contaminação por esgoto doméstico.

O Ampliação da capacidade de geração de energia,
com alteração do ecossistema local

O Impermeabilização do solo pela construção civil nas
áreas de expansão urbana.

O Criação recente de grandes parques industriais de
mediano potencial poluidor.
","778,0210971832275","1060,7879161834717","62,3",0,1
915,9,CH,82517,E,"29,0",0,,"0,88302","1,39311","0,03588",Amarelo,PROVA AMARELA REGULAR,,"0,0",2015,"639,2924785614014",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/82517.png,"QUESTÃO 09 000""

Algumas regiões do Brasil passam por uma crise
de água por causa da seca. Mas, uma região de Minas
Gerais está enfrentando a falta de água no campo tanto
em tempo de chuva como na seca. As veredas estão
secando no norte e no noroeste mineiro. Ano após ano,
elas vêm perdendo a capacidade de ser a caixa-d'água
do grande sertão de Minas.

VIEIRA, C. Degradação do alo causa perda do tonto d gua do tais do MO.

Disponivel em: 2! Job com, Acesso eme 1 no. 2014,

As veredas têm um papel fundamental no equilíbrio
hidrológico dos cursos de água no ambiente do
Cerrado, pois
colaboram para a formação de vegetação xerófia.
formam os leques aluviais nas planícies das bacias
fornecem sumidouro para as águas de recarga
da bacia
contribuem para o aprofundamento dos talvegues
à jusante.

constituem um sistema represador da água na
chapada

o o 0060
","791,1102771759033","1155,5163860321045","51,79",0,1
1774,50,CH,88107,D,"30,0",0,,"1,97","2,55364","0,17706",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"755,357027053833",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/88107.png,"QUESTÃO 50

A presunção de que a superfície das chapadas
& chapadões representa uma velha peneplaníce é
comoborada pelo fato de que eta é coberta por acumulações
superficiais, tais como massas de areia, camadas de
cascalhos é seixos e pela ocorrência generalizada de
concreções feruginosas que formam uma crosta aterítica,
denominada “canga”

VIE. Depende o eae ge eum 4216,
Qual tipo cimático favorece o processo de alteração do
solo deserto no texto?

(9 Arido, com déficit hírico.

O Subtropical, com baixas temperaturas.
O9 Temperado, com invemos frios e secos.
O Tropical, com sazonalidade das chuvas.
Equatorial, com pluviosidade abundante.
","813,035249710083","978,6169528961182","58,85",0,1
"(29.0, 3513)",88,CH,141304,B,"29,0",0,,"1,67473","0,01612","0,19993",AMARELA,PROVA AMARELA PPL,,"0,0",2022,"501,6224384307861",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/141304.png,"QUESTÃO 88 DOD0OOOOOGOOOOO OO

Diversas regiões do atual estado de Minas Gerais,
onde não foram encontrados metais preciosos em
quantidade significativa, acabaram sendo ocupadas de
forma mais lenta ao longo dos séculos XVIII e XIX. Esse
é o caso da Zona da Mata, que correspondia à porção
sudeste da capitania, coberta por uma densa vegetação
de Mata Atiântica então existente.

SOARES, 1.M Cartografia e ocupação do terrário: a Zona da Mata mineira no século
XVI ini do século XIX. Disponível em. htps: periodos tm br
Reseso em: out 2021 (adapiado)

O texto indica que a velocidade de ocupação do atual
estado de Minas Gerais nos séculos XVIII e XIX foi
determinada por qual aspecto natural?

Padrão climático.

Recursos minerais.

Redes hidrográficas.

Diversidade biológica.

Composição pedológica.

vovo
","567,218542098999","762,521505355835","60,0",0,1
"(24.0, 2149)",53,CH,87089,B,"24,0",0,,"4,20856","1,12773","0,14962",Amarela,PROVA AMARELA PPL,,"0,0",2019,"612,7707958221436",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/87089.png,"Questão 53

Quando se trata de competência nas construções e
nas artes, os atenienses acreditam que poucos sejam
capazes de dar conselhos. Quando, ao contrário, se
trata de uma deliberação política, toleram que qualquer
um fale, de outro modo não existiria a cidade.

BOBBIO, N. Tooria goral da política Rio de Janeiro:
Elsevier, 2000 (adaptado)

De acordo com o texto, a atuação política dos cidadãos
atenienses na Antiguidade Clássica tinha como
caracteristica fundamental o(a)

O dedicação altruísta em ações coletivas.

O participação direta em fóruns decisórios.

O ativismo humanista em debates públicos.

O discurso formalista em espaços acadêmicos.

Q representação igualitária em instâncias parlamentares.

","640,7921314239502","718,0659770965576","57,48",0,1
"(11.0, 1113)",90,CH,64128,A,"11,0",0,,"1,94431","1,07648","0,17055",AMARELA,PROVA AMARELA PPL,,"0,0",2016,"607,654333114624",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/64128.png,"QUESTÃO 45

Quando surgiram as primeiras notícias sobre a
presença de seres estranhos, chegados em barcos
grandes como montanhas, que montavam numa espécie
de veados enormes, tinham cães grandes e ferozes e
possuíam instrumentos lançadores de fogo, Montezuma
e seus conselheiros ficaram pensando: de um lado, talvez
Quetzalcóati houvesse regressado, mas, de outro, não
tinham essa confirmação.
PINS, de at Hetia a Amária aê de testo. São Pao: Cont, 2007 (po
A dúvida apresentada inseria-se no contexto da chegada
dos primeiros europeus à América, e sua origem estava
relacionada ao
domínio da religião e do mito.
exercício do poder e da política.
controle da guerra e da conquista.
nascimento da filosofia e da razão.
desenvolvimento da ciência e da técnica.

0000
","666,6152477264404","834,2592716217041","58,53",0,1
"(22.0, 1776)",51,CH,97888,E,"22,0",0,,"2,34409","1,51378","0,17552",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"651,3874530792236",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/97888.png,"QUESTÃO 51
O marco inicial das discussões parlamentares
em torno do direito do voto feminino são os debates
que antecederam a Constituição de 1824, que não
trazia qualquer impedimento ao exercício dos direitos
políticos por mulheres, mas, por outro lado, também
não era explicita quanto à possibilidade desse
exercício. Foi somente em 1932, dois anos antes de
estabelecido o voto dos 18 ancs, que as mulheres
obtiveram o direito de votar, o que veio a se concretizar
no ano seguinte. Isso ocorreu a parti da aprovação do
Código Eleitoral de 1932.
Um dos fatores que contribuiram para a efetivação da
medida mencionada no texto foi a

O superação da cultura patriarcal
O infuência de igrejas protestantes.

O pressão do govemo revolucionário.
O fragilidade das oligarquias regionais.
& campanha de extensão da cidadania.
","699,9509334564209","839,0824794769287","58,78",0,1
"(16.0, 1567)",35,CH,26740,A,"16,0",0,,"1,64622","0,80634","0,21704",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"580,6272029876709",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/26740.png,"QUESTÃO 80

A tecelagem é numa sala com quatro janelas e
150 operários. O salário é por obra. No começo da
fábrica, os tecelões ganhavam em média 1708000 réis
mensais. Mais tarde não conseguiam ganhar mais do
que 908000; e pelo último rebaixamento, a média era
de 7580001 E se a vida fosse baratal Mas as casas
que a fábrica aluga, com dois quartos e cozinha, são a
208000 réis por mês; as outras são de 25$ a 308000 réis.
Quanto aos gêneros de primeira necessidade, em regra
custam mais do que em São Paulo.

CARONE, E. Movimento operário no Brasil. São Paulo: Die, 1979.

Essas condições de trabalho, próprias de uma sociedade
em processo de industrialização como a brasileira do
início do século XX, indicam a

O exploração burguesa
organização dos sindicatos
ausência de especialização
industrialização acelerada.

o
o
(D)
O alta de preços
","645,6201076507568","844,7329998016357","60,85",0,1
"(6.0, 3095)",52,CH,89039,B,"6,0",0,,"2,29374","2,2257","0,21431",AMARELA,PROVA AMARELA PPL,,,2021,"722,5792407989502",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/89039.png,"Questão 52

Circulação geral das massas no planeta

Aimagem ilustra a ação de um agente natural no planeta

caracterizado por

O inversão sazonal de fuxos atmosféricos nas zonas
temperadas.
formação de baixa pressão na linha do Equador
expansão de brisas geladas em áreas ciclonais.

o
(o)
O movimentação constante de frentes frias para o Polo
sul
E)

ascensão do ar aquecido nas regiões anticiclonais.
","769,4141864776611","912,2674465179444","60,72",0,1
"(24.0, 1824)",75,CH,89113,E,"24,0",0,,"2,42215","1,58606","0,13283",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"658,6019992828369",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/89113.png,"QUESTÃO 75

Um dos teóricos da democracia modema, Hans Kelsen, considera elemento essencial da democracia real (não
da democracia ideal, que não existe em lugar algum) o método da seleção dos líderes, ou seja, a eleição. Exemplar,
neste sentido, é a afirmação de um juiz da Corte Suprema dos Estados Unidos, por ocasião de uma eleição do 1902:
“A cabine eleitoral é o templo das instluições americanas, onde cada um de nós é um sacerdote, ao qual é confiada a
guarda ca arca da alança e cada um oficiado seu próprio altar.

ge an gu da pes A da a as 20 pg
As metáforas uizadas no texto referem-se a uma concepção de democracia fundamentada no(a)

(9 justiicação toista do direito.

O rigidez da hierarquia de classe.

O êntase formalista na administração.

O protagonismo do Executivo no poder.

8 centralidade do indivíduo na sociedade.
","708,3432674407959","842,3702716827393","56,64",0,1
"(11.0, 2185)",71,CH,95246,B,"11,0",0,,"1,48405","1,55628","0,23112",Amarela,PROVA AMARELA PPL,,"0,0",2019,"655,6408405303955",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/95246.png,"Questão 71

A ausência quase completa de fantasmas na Bíblia
deve ter favorecido também a vontade de rejeição dos
fantasmas pela cultura cristã. Várias passagens dos
Evangelhos manifestam mesmo uma grande reticência
“com relação a um culto dos mortos: “Deixa os mortos
sepultar os mortos”, diz Jesus (Mt 8:21), ou ainda:
“Deus não é Deus dos mortos, mas dos vivos” (Mt 22:32).
Por certo, numerosos mortos são ressuscitados por
Jesus (e, mais tarde, por alguns de seus discípulos),
mas tal milagre — o mais notório possível segundo as
classificações posteriores dos hagiógrafos medievais
— não é assimilável ao retomo de um fantasma.
Ele prefigura a própria ressurreição do Cristo três dias
depois de sua Paixão. Antecipa também a ressurreição
universal dos mortos no fim dos tempos.

SCHMITT, JC. Os vivos o os mortos na sociadado modioval.
“São Paulo: Ca. das Letras, 1996.

De acordo com o texto, a representação da morte

O extinguir as formas de ritualismo funerário.

O evitar a expressão de antigas crenças politeístas.

O sacramentar a execução do exorcismo de infiéis.

O enfraquecer a convioção na existência de demônios.

O consagrar as práticas de contato mediúnico
transcendental.
","726,067304611206","947,3483562469482","61,56",0,1
"(23.0, 3052)",70,CH,118135,A,"23,0",0,,"1,60808","-0,32296","0,09046",AMARELA,PROVA AMARELA REGULAR,,,2021,"467,6954746246338",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/118135.png,"Questão 70
Ao mesmo tempo, graças às amplas possibilidades
que tive de observar a classe média, vossa adversária,
rapidamente concluí que vós tendes razão, inteira razão,
em não esperar dela qualquer ajuda. Seus interesses
são diametralmente opostos aos vossos, mesmo que ela
procure incessantemente afirmar o contrário e vos queira
persuadir que sente a maior simpatia por vossa sorte.
Mas seus atos desmentem suas palavras.
ENGELS FA eação da clase trabalhadora na gate S5o Pao Batera, 2010

No texto, o autor apresenta delineamentos éticos que
correspondem ao(s)

conceito de luta de classes.

alicerce da ideia de mais-valia.

fundamentos do método científico.

paradigmas do processo indagativo.

domínios do fetichismo da mercadoria.

0000
","546,4498996734619","747,4963665008545","54,52",0,1
"(12.0, 2143)",50,CH,45168,B,"12,0",0,,"2,56996","0,69017","0,24002",Amarela,PROVA AMARELA PPL,,"0,0",2019,"569,0138339996338",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/45168.png,"Questão 50

Vimos que o homem sem lei é injusto e o respeitador

da lei é justo; evidentemente todos os atos legítimos são,

em certo sentido, atos justos, porque os atos prescritos

pela arte do legislador são legítimos e cada um deles é

justo. Ora, nas disposições que tomam sobre todos os.

assuntos, as leis têm em mira a vantagem comum, quer

de todos, quer dos melhores ou daqueles que detêm o

poder ou algo desse gênero; de modo que, em certo

sentido, chamamos justos aqueles atos que tendem

a produzir e a preservar, para a sociedade política, a

felicidade e os elementos que a compõem.
ARISTÓTELES. A política. São Paulo:

Gia. das Letras, 2010 (adaptado).

De acordo com o texto de Aristóteles, o legislador deve

agir conforme a

O morale a vida privada.

O virtude e os interesses públicos.

O utilidade e os critérios pragmáticos.

O lógica e os princípios metafísicos.

Q razão e as verdades transcendentes.
","609,0800762176514","737,0131015777588","62,0",0,1
3353,63,CH,111984,A,"3,0",0,,"1,90716","1,36087","0,22521",AMARELA,PROVA AMARELA REGULAR,,"0,0",2022,"636,0857486724854",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111984.png,"QUESTÃO 63

Em Vitória (ES), no bairro Goiabeiras, encontramos
as paneleiras, mulheres que são conhecidas pelos
saberes/fazeres das tradicionais panelas de barro, ícones
da culinária capixaba. A tradição passada de mãe para
filha é de origem indígena e sofreu influência de outras
etnias, como a afro e a luso. Dessa mistura, acredita-se
que a fabricação das panelas de barro já tenha 400 anos.
A fabricação das panelas de barro se dá em várias etapas,
desde a obtenção de matéria-prima à confecção das
panelas. As matérias-primas tradicionalmente utilizadas
são provenientes do meio natural, como: argila, retirada
do barreiro no Vale do Mulembá; madeira, atualmente
proveniente das sobras da construção civil e tinta, extraída
da casca do manguezal, o popular mangue-vermelho.
TRISTÃO, M. A educação ambiental e o pós-coloialismo.
Revista de Educação. 5, go 14
Uma característica de práticas tradicionais como a
exemplificada no texto é a vinculação entre os recursos
do mundo natural e a

manutenção dos modos de vida.
conservação dos plantios da roça.
atualização do modelo de gestão.
participação na sociedade de consumo.

0000

especialização nas etapas de produç

","691,4417743682861","863,4941577911377","61,26",0,1
2809,58,CH,95532,C,"15,0",0,,"1,61855","2,10091","0,06694",AMARELA,HUMANAS DIGITAL AMARELA,,"0,0",2020,"710,0980281829834",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/95532.png,"O jovem que nasceu e cresceu sob a ditadura perdeu muitos contatos com a realidade e
“com a história como processo vivo. Mas conheceu em sua came o que é a opressão e como a
repressão institucional (às vezes inconsciente e definitiva, dentro da família, da escola etc.) é
odiosa. Essa é uma riqueza impar. O potencial radical de um jovem — pobre, de pequena
burguesia ou “rico” — que sofre prolongadamente uma experiência dessas, constitui um
agente político valioso. Ele está “embalado” para rejeitar e combater a opressão sistemática e
a repressão dissimulada, o que o converte em um ser político inconformista promissor.
FERNANDES, F. O alema poltico dos jovens Florestan Fernandes na consttuite:
letras par efoma plc, São Pao Expressão Popular 2014,

No contexto mencionado, Florestan Fernandes tematiza um efeito inesperado do exercício do
poder político decorrente da

(8) evolução histórica do contito de gerações.
fragilidade moral das instituições públicas.

impossibilidade de realização do controle total.
legitimação ideológica do nacionalismo estatal

restrição da oferta de oportunidades de educação.

000
","790,3425693511963","989,6700382232666","53,35",0,1
1487,25,CH,79005,C,"26,0",0,,"3,00182","1,83487","0,10355",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"683,490514755249",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79005.png,"QUESTÃO 70

Figura 1
Mínimas - Quinta-feira
CPTECIINPE 28/08/2014

Disponível em: tpimgO cptecinpe br Acesso em: 25 ago. 2014 (adaptado)

Figura 2
Umidade relativa do ar, por região do país,
para o dia 28/08/2014
Regiões Umidade relativa
intervalo médio)
Norte 60 - 70%
Nordeste 90 100%
Centro-Oeste 55 - 65%
Sudeste 65.75%
Sul 90 - 100%

Disporível em: htpimagens cimatempo comb Acesso em: 25 ago. 2014 [adaptado

No dia em que foram colhidos os dados meteorológicos
apresentados, qual fator climático foi determinante para
explicar os índices de umidade relativa do ar nas regiões
Nordeste e Sul?

Altitude, que forma barreiras naturais.

Vegetação, que afeta a incidência solar.

Massas de ar, que provocam precipitações.

Correntes marítimas, que atuam na troca de calor.

Continentalidade, que influencia na amplitude
da temperatura.

voos
","725,0516414642334","832,8835964202881","55,18",0,1
2207,82,CH,66498,C,"30,0",0,,"1,31749","0,44063","0,18259",Amarela,PROVA AMARELA REGULAR,,"0,0",2019,"544,0657138824463",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/66498.png,"Questão 82

O Instituto Brasileiro do Meio Ambiente e dos
Recursos Naturais Renováveis (Ibama) está investigando
o extermínio de abelhas por intoxicação por agrotóxicos.
em colmeias de São Paulo e Minas Gerais. Os estudos.
com inseticidas do tipo neonicotinoides devem estar
“concluídos no primeiro semestre de 2015. Trata-se de
um problema de escala mundial, presente, inclusive,
em países do chamado primeiro mundo, e que traz,
“como consequência, grave ameaça aos seres vivos
do planeta, inclusive ao homem.

IBAMA. Polinizadores om risco de extinção são ameaça

à vida do ser humano. Disponível em: wmma govtr.
Acesso em: 10 mar. 2014.

Qual solução para o problema apresentado garante a
produtividade da agricultura modema?

O Preservação da área de mata
O Adoção da prática de adubação química.

O Utilização da técnica de controle biológico.

O Ampliação do modelo de monocultura tropical.
O Intensificação da drenagem do solo de várzea.

","629,619836807251","877,3677349090576","59,13",0,1
2923,61,CH,112015,C,"27,0",0,,"1,02685","0,10876","0,19583",AMARELA,PROVA AMARELA REGULAR,,"0,0",2020,"510,8683109283447",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/112015.png,"Questão 61
TEXTOI

Rio Tietê, São Paulo (SP), Foto: Delfm Marins/Puisar
TEXTO

O Rio Tietê está morto. Ao menos uma parte
dele: 137 quilômetros, para ser mais preciso. Uma
pesquisa da Fundação SOS Mata Atlântica mostra
que, em 2016, O trecho do rio com qualidade de
água classificada como ruim ou péssima começa
em Itaquaquecetuba, passa por toda a Região
Metropolitana de São Paulo e chega até Cabreúva,
já no interior de São Paulo. Nesse trecho, a água não
tem oxigênio suficiente para abrigar vida.

Oionhel emo eoca gt cem ear em 7 2117 (ta

Considerando a análise dos textos, a condição atual
desse rio tem como origem a

o

valorização do sítio urbano.
extinção da vegetação nativa.

recepção de densa carga de dejetos
captação desordenada do regime pluvial.
expansão do uso de defensivos químicos.

o
o
o
(E)
","618,5381412506104","936,9080066680908","59,79",0,1
