,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
2765,166,MT,86910,A,"29,0",0,,"2,28673","1,6327","0,11417",CINZA,PROVA CINZA PPL,,"0,0",2020,"663,2726192474365",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/86910.png,"Questão 166 DIDEnEMrrenemnorenemrrensmoranenerr spermororenamoronenemi

Um síndico precisa pintar os muros, portões e calçamento de um edifício. Os pintores solicitaram três galões
de tinta T4 para os muros, um galão de tinta T2 para os portões e dois galões de tinta T3 para o calçamento. Ele
pesquisou o preço das tintas em cinco lojas diferentes, obtendo os seguintes valores, em real.

Loja E T2
1 82,00 134,00
2 80,00 122,00
3 85,00 115,00
4 88,00 132,00
5 90,00 116,00

O síndico irá comprar as tintas numa única loja, escolhendo aquela em que o valor total da compra resulte no
menor preço médio por galão.
Com base nessas informações, a loja escolhida será

V0000)
arena
","717,1599864959717","858,8593006134033","55,71",0,1
906,162,MT,79233,A,"30,0",0,,"1,49081","4,5172","0,09464",Cinza,PROVA CINZA REGULAR,,"0,0",2015,"951,713800430298",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79233.png,"QUESTÃO 162 000000.

O HPV é uma doença sexualmente transmissível
Uma vacina com eficácia de 98% foi criada com o objetivo.
de prevenir a infecção por HPV e, dessa forma, reduzir o
número de pessoas que venham a desenvolver câncer de
colo de útero. Uma campanha de vacinação foi lançada
em 2014 pelo SUS, para um público-alvo de meninas
de 11 a 13 anos de idade. Considera-se que, em uma
população não vacinada, o HPV acomete 50% desse
público ao longo de suas vidas. Em certo município,
a equipe coordenadora da campanha decidiu vacinar
meninas entre 1 e 13 anos de idade em quantidade
suficiente para que a probabilidade de uma menina nessa
faixa etária, escolhida ao acaso, vir a desenvolver essa
doença seja, no máximo, de 5,9%. Houve cinco propostas
de cobertura, de modo a atingir essa meta

Proposta |: vacinação de 90% do público-alvo.
Proposta Il: vacinação de 55,8% do público-alvo.
Proposta III: vacinação de 88,2% do público-alvo.
Proposta IV: vacinação de 49% do público-alvo.
Proposta V: vacinação de 95,9% do público-alvo.

Para diminuir os custos, a proposta escolhida deveria
ser também aquela que vacinasse a menor quantidade
possível de pessoas.

Disponivel em: we vinishpuom br Acesso em: 30 290.291 (adaptado)

A proposta implementada foi a de número
o1

oi

eu

ou.

ev.
","1036,264181137085","1253,2107830047607","54,73",0,1
"(1.0, 856)",141,MT,44621,A,"1,0",0,,"2,56042","1,01675","0,09796",Cinza,PROVA CINZA PPL,,"0,0",2015,"601,6795635223389",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/44621.png,"QUESTÃO 141

Um fomecedor vendia caixas de leite a um
supermercado por R$ 1.50 a unidade. O supermercado
costumava comprar 3 000 caixas de leite por mês desse
fornecedor. Uma forte seca, ocorrida na região onde o
leite é produzido, forçou o fornecedor a encarecer o preço
de venda em 40%. O supermercado decidiu então cortar
em 20% a compra mensal dessas caixas de leite. Após.
essas mudanças, o fornecedor verificou que sua receita
nas vendas ao supermercado tinha aumentado.

O aumento da receita nas vendas do fomecedor, em
reais, foi de

O 540

o 600

e 900.

O 126

e 1500
","650,7174968719482","777,0721912384033","54,9",0,1
"(11.0, 1283)",175,MT,32680,B,"11,0",0,,"2,00575","1,90188","0,07291",CINZA,PROVA CINZA PPL,,"0,0",2016,"690,197229385376",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/32680.png,"QUESTÃO 175
Num mapa com escala 1 : 250 000, a distância entre
as cidades A e B é de 13 cm. Num outro mapa, com escala
1.:300 000, a distância entre as cidades A e C é de 10 cm.
Em um terceiro mapa, com escala 1 : 500 000, a distância
entre as cidades A e D é de 9 cm. As distâncias reais entre
a cidade A e as cidades B, C e D são, respectivamente,
iguais a X, Y e Z (na mesma unidade de comprimento).
As distâncias X, Ye Z, em ordem crescente, estão dadas em
ox.y.z
ov.x.z

","754,5392513275146","915,4717922210692","53,65",0,1
"(22.0, 1977)",152,MT,96234,C,"22,0",0,,"1,65029","2,15215","0,23445",Cinza,PROVA CINZA PPL,,"0,0",2018,"715,2073383331299",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/96234.png,"QUESTÃO 152

A água comercializada em garrafões pode ser
classificada como muito ácida, ácida, neutra, alcalina
ou muito alcalina, dependendo de seu pH, dado pela
expressão

1
H = 108, —
pl Go gy

emque Hé a concentração de íons de hidrogênio, emmol
por decimetro cúbico. A classificação da água de acordo
com seu pH é mostrada no quadro.

PH. Classificação
pH>9 Muito alcalina
TE<pH<9 Alcalina
6<pH<T5 Neutra
35<pH<6 Ácida
pH<3,5 Muito ácida

Para o cálculo da concentração H, uma distribuidora
mede dois parâmetros A e B, em cada fonte, e adota
H como sendo o quociente de A por B. Em análise
realizada em uma fonte, obteve A = 10""7e a água dessa
fonte foi classificada como neutra.

O parâmetro E, então, encontrava-se no intervalo

o (105, 10º]
o por. 10º)
o) fo 16)
o [10º,10""º)

o [it see!)
","778,2022953033447","977,2818088531494","61,72",0,1
"(25.0, 2026)",176,MT,29575,D,"25,0",0,,"1,43852","1,67651","0,11455",Cinza,PROVA CINZA PPL,,"0,0",2018,"667,6595211029053",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/29575.png,"QUESTÃO 176

Em um jogo de tabuleiro, a pontuação é marcada
com fichas coloridas. Cada ficha vermelha vale um ponto.
Três fichas vermelhas podem ser trocadas por uma azul,
trôs fichas azuis podem ser trocadas por uma branca, e
trôs fichas brancas podem ser trocadas por uma verde.
Ao final do jogo, os jogadores A, B e C terminaram, cada
um, com as quantidades de fichas, conforme a tabela

seguinte:
Fichas Fichas
verdes vermelhas.
JogadorA | 3 4
JogadorB | 2 E)
Jogadorc | 1 2

De acordo com essa tabela, as classificações em primeiro,
segundo e terceiro lugares ficaram, respectivamente,
para os jogadores

O ABec
O BAec.
O c Bea
O BCea
O caes.
","753,2780170440674","978,5358905792236","55,73",0,1
"(10.0, 2547)",136,MT,42270,E,"10,0",0,,"2,29498","1,85393","0,30238",AMARELA,MATEMATICA DIGITAL AMARELA,,"0,0",2020,"685,3954792022705",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42270.png,"É comum as cooperativas venderem sous produtos a diversos estabelecimentos. Uma
cooperativa lctea destinou 4 mº de lot, do total produzido, para análiso em um laboratório
da região, separados igualmente em 4 000 embalagens de mesma capacidade.

Qual o volume delito, em milita, contido em cada embalagem?
ou

10

“00

“000

10000

0000
","725,1112461090088","869,7359561920166","65,12",0,1
"(8.0, 3322)",179,MT,31145,C,"8,0",0,,"1,87462","1,81557","0,18845",CINZA,PROVA CINZA PPL,,,2021,"681,5497875213623",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/31145.png,"Questão 179 enem

Um brinquedo muito comum em parques de
diversões é o balanço. O assento de um balanço fica a
uma altura de meio metro do chão, quando não está em
uso. Cada uma das correntes que o sustenta tem medida
do comprimento, em metro, indicada por x. A estrutura do
balanço é feita com barras de ferro, nas dimensões, em
metro, conforme a figura.

Nessas condições, o valor, em metro, de x é igual a

o v2-0,5
015
o V8-0,5
","741,1782741546631","915,414571762085","59,42",0,1
"(30.0, 3308)",165,MT,111508,E,"30,0",0,,"2,55391","2,43617","0,11117",CINZA,PROVA CINZA PPL,,,2021,"743,6196804046631",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111508.png,"Questão 165 enemaz,

Black Friday é uma tradição norte-americana
que consiste numa queda de preços de uma grande
variedade de produtos disponíveis para venda na
última sexta-feira do mês de novembro. No Brasil, em
muitas lojas, essa prática se estende por todo esse
mês. Para esse período, o gerente de uma loja de
produtos eletrônicos que tem 5 vendedores estabelece
uma meta de vendas de computadores para um total
mínimo de 605 unidades. Ele considera que a média de
vendas de computadores dos 5 vendedores juntos neste
ano se manterá igual à dos últimos 5 anos, conforme
apresentada no gráfico. Considere que a participação
de cada vendedor na obtenção da meta seja igual.

Vendas de computadores nos últimos 5 anos.

525

430 1.280

Quantidade de unidades
vendidas

2020 2015 2018 2017 2016
Ano

Para que a meta da loja seja atingida, o gerente deverá

estipular, para cada vendedor, um aumento na média de

vendas de, no mínimo, quantas unidades?

o 15
","792,0401096343994","918,8787937164308","55,56",0,1
"(29.0, 440)",156,MT,25246,A,"29,0",0,,"2,19845","2,03551","0,22723",Cinza,PROVA CINZA REGULAR,,,2014,"703,5462856292725",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/25246.png,"QUESTÃO 156 ==="" mmmumum

Uma loja que vende sapatos recebeu diversas
reclamações de seus clientes relacionadas à venda
de sapatos de cor branca ou preta. Os donos da loja
anotaram as numerações dos sapatos com defeito e
fizeram um estudo estatístico com o intuito de reclamar
com o fabricante.

Atabela contém a média, a mediana e a moda desses
dados anotados pelos donos.

Estatísticas sobre as numerações
dos sapatos com defeito
Média [Mediana| Moda

Numerações dos

sapatos com defeito | 38 37 38

Para quantificar os sapatos pela cor, os donos
representaram a cor branca pelo número O é a cor preta
pelo número 1. Sabe-se que a média da distribuição
desses zeros e uns é igual a 0,45

Os donos da loja decidiram que a numeração dos
sapatos com maior número de reclamações e a cor com
maior número de reclamações não serão mais vendidas.

A loja encaminhou um ofício ao fornecedor dos sapatos,
explicando que não serão mais encomendados os
sapatos de cor

O branca e os de número 38.

O branca e os de número 37.

O branca e os de número 36,

O preta e os de número 38.

Q pretaeos de número 37.
","751,4111995697021","900,7065296173096","61,36",0,1
"(11.0, 1653)",45,MT,23115,E,"11,0",0,,"2,6096","2,15007","0,10438",CINZA,PROVA CINZA PPL,,"0,0",2017,"715,0094509124756",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23115.png,"QUESTÃO 180

Uma equipe de ambientalistas apresentou um mapa de uma reserva ambiental em que faltava a especificação da
escala utilizada para a sua confecção. O problema foi resolvido, pois um dos integrantes da equipe lembrava-se de
que a distância real de 72 km, percorrida na reserva, equivalia a 3,6 cm no mapa.

Qual foi a escala utilizada na confecção do mapa?

01:20

O 1:2000
O 1:20000
O 1:200000
6 1:2000000
","762,7718448638916","886,8234157562256","55,22",0,1
"(5.0, 2670)",157,MT,81405,D,"5,0",0,,"3,34745","1,52123","0,0985",AMARELA,MATEMATICA DIGITAL AMARELA,,"0,0",2020,"652,1170139312744",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81405.png,"A gerência de uma loja de eletrônicos organizou em um quadro os dados de venda
(quantidade e preço unitário) de celulares, impressoras e notebooks de um ano.

Para o ano seguinte, deseja arrecadar 10% a mais do que foi arrecadado naquele ano
anterior, vendendo as mesmas quantidades de cada um desses três produtos, mas

Produto | Quantidade | Preso unitário

Celular 300 300
Impressora 300 200,
Notebook 200 900

reajustando apenas o preço do notebook.

O preço de venda a ser estabelecido para um notebook, para o ano seguinte, em real, deverá.

serigual a
O 50.
990,00.
1.040,00.

1.065,00.

000

1.540,00.

","689,6107196807861","786,2656116485596","54,92",0,1
"(8.0, 562)",158,MT,8132,B,"8,0",0,,"2,54366","2,69742","0,13884",Cinza,PROVA CINZA PPL,,"0,0",2015,"769,7384357452393",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/8132.png,"QUESTÃO 158

Ao se perfurar um poço no chão, na forma de um
cilindro circular reto, toda a terra retirada é amontoada
na forma de um cone circular reto, cujo raio da base é
o triplo do raio do poço e a altura é 2.4 metros. Sabe-se
que o volume desse cone de terra é 20% maior do que o
volume do poço cilíndrico, pois a terra fica mais fofa após.
ser escavada.

Qual é a profundidade, em metros, desse poço?
oiM
o 600
e 720
os
e 36,00
","816,7474269866943","944,4515705108644","56,94",0,1
"(27.0, 425)",141,MT,11812,B,"27,0",0,,"1,319","2,237","0,043",Cinza,PROVA CINZA REGULAR,,,2014,"723,6998081207275",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/11812.png,"QUESTÃO 141 ========agmmmmm

Um pesquisador está realizando várias séries de
experimentos com alguns reagentes para verificar
qual o mais adequado para a produção de um
determinado produto. Cada série consiste em avaliar
um dado reagente em cinco experimentos diferentes.
O pesquisador está especialmente interessado
naquele reagente que apresentar a maior quantidade
dos resultados de seus experimentos acima da média
encontrada para aquele reagente. Após a realização de
cinco séries de experimentos, o pesquisador encontrou
os seguintes resultados:

Reagente [Reagente|Reagente Reagente [Reagente]
i 2 3 4 5
ESTE 0 2 2 1
Prperimento, 6 6 3 4 2
RE é 7 8 7 9
EE 6 10 8 10
Experimento) 44 5 "" 12 ""

Levando-se em consideração os experimentos feitos, o
reagente que atende às expectativas do pesquisador é o

01

voo
nan
","824,6128559112549","1068,7129497528076","52,15",0,1
1989,158,MT,12922,C,"28,0",0,,"3,0651","1,86549","0,14637",Cinza,PROVA CINZA REGULAR,,"0,0",2018,"686,5518093109131",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/12922.png,"QUESTÃO 158

Os alunos da disciplina de estatística, em um curso
universitário, realizam quatro avaliações por semestre
“com os pesos de 20%, 10%, 30% e 40%, respectivamente.
No final do semestre, precisam obter uma média nas
quatro avaliações de, no mínimo, 60 pontos para serem
aprovados. Um estudante dessa disciplina obteve os
seguintes pontos nas três primeiras avaliações: 46, 60 e
50, respectivamente.
O mínimo de pontos que esse estudante precisa obter na
quarta avaliação para ser aprovado é
298
710.
745
755
80.

ooo
","725,1851558685303","831,2456607818604","57,32",0,1
2410,173,MT,7633,B,"11,0",0,,"2,73149","2,49854","0,13472",CINZA,PROVA CINZA REGULAR,,"0,0",2020,"749,861478805542",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/7633.png,"Um cibe deseja produzir miniaturas em escala do
troféu que ganhou no último campeonato. O troféu está
representado na Figura 1 e é composto por uma base
em formato de um paralelepípedo reto-retângulo de
madeira, sobre a qual estão fixadas três hastes verticais
que sustentam uma esfera de 30 cm de diâmetro, que fica
centralizada sobre a base de madeira. O troféu tem 100 cm
de altura, incluída sua base.

SN N

Figura 1 Fouaz

A miniatura desse troféu deverá ser instalada
no interior de uma caixa de vidro, em formato de
paralelepípedo reto-retângulo, cujas dimensões intemas
de sua base estão indicadas na Figura 2, de modo que
a base do troféu seja colada na base da caixa e distante
das paredes laterais da caixa de vidro em pelo menos 1 cm.
Deve ainda haver uma distância de exatos 2 cm entre o
topo da esfera e a tampa dessa caixa de vidro. Nessas
condições deseja-se fazer a maior

","793,8544750213623","912,7275943756104","56,74",0,1
1289,178,MT,7411,D,"22,0",0,,"2,05298","3,35076","0,09263",CINZA,PROVA CINZA PPL,,"0,0",2016,"835,0722789764404",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/7411.png,"QUESTÃO 178 =>>>>>>>>>>>>>>———

Na figura estão representadas três retas no plano
cartesiano, sendo P, Q e R os pontos de intersecções
entre as retas, e A, B e C os pontos de intersecções
dessas retas com o eixo x

Essa figura é a representação gráfica de um sistema

linear de três equações e duas incógnitas que

O possui três soluções reais e distintas, representadas
pelos pontos P, Q e R, pois eles indicam onde as
retas se intersectam

O possui três soluções reais e distintas, representadas
pelos pontos 4, B e C, pois eles indicam onde as retas
intersectam o eixo das abscissas.

O possui infnitas soluções reais, pois as retas se
intersectam em mais de um ponto.

O não possui solução real, pois não há ponto que
pertença simultaneamente às três retas.

O possuiuma única solução real, pois as retas possuem
pontos em que se intersectam.
","896,6081142425537","1054,11696434021","54,63",0,1
